,ORIGINAL_commentText,commentText,Label
2584,انا كتييييييييير كتييييييييير بكره الملكه  احلام,انا كتييييييييير كتييييييييير بكره الملكه  احلام,P
2585,انا كثير حبيت البرنامج بعد اقصاء راغب,انا كثير حبيت البرنامج بعد اقصاء راغب,N
2586,انا كمان بدى اتحول,انا كمان بدى اتحول,N
2587,انا كنت احترمها بس خلص اكرهك يا احلام,انا كنت احترمها بس خلص اكرهك يا احلام,N
2588,انا كنت صغيره  لما صدام انعدم,انا كنت صغيره  لما صدام انعدم,N
2589,انا لا ارى اى شيء يثير البلبله  اكثر من هيفا واليسا المعفنات العجاءز,انا لا ارى اى شيء يثير البلبله  اكثر من هيفا واليسا المعفنات العجاءز,P
2590,انا لراى هى حره  ولى مش عجبه  مع احضرامى لكل الحضرين يغير القناه  مافيش مشاكل  وهى حره  وفى الاخر فى رقبه  على اى حد,انا لراى هى حره  ولى مش عجبه  مع احضرامى لكل الحضرين يغير القناه  مافيش مشاكل  وهى حره  وفى الاخر فى رقبه  على اى حد,N
2591,انا لست مصرى واعترف مصر فيها ناس كثيييير محترمين عكس الناس القلائل الذين نراهم فالشاشه   .  .  . لكن مستغرب لماذا دائما يظهر من اهل مصر الا العاهرات والفاجرات بينما يغطى على الناس المحترمه   ؟,انا لست مصرى واعترف مصر فيها ناس كثيييير محترمين عكس الناس القلائل الذين نراهم فالشاشه   .  .  . لكن مستغرب لماذا دائما يظهر من اهل مصر الا العاهرات والفاجرات بينما يغطى على الناس المحترمه   ؟,P
2592,انا لغيت اشتراكى على فكره  عشان بقيت تنزل فيديوهات قليله الادب😑,انا لغيت اشتراكى على فكره  عشان بقيت تنزل فيديوهات قليله الادب😑,N
2593,انا لى شوفت من خلال الفيديو لاساء لقيصر هم اصلا ما حد بيسمع ليه يعنى قصه  كلها غير من نجاح فنان وصل الفن العربى و العراقى لعالم العربى خليهم يحكوا يا جبل ما يهزك ريح,انا لى شوفت من خلال الفيديو لاساء لقيصر هم اصلا ما حد بيسمع ليه يعنى قصه  كلها غير من نجاح فنان وصل الفن العربى و العراقى لعالم العربى خليهم يحكوا يا جبل ما يهزك ريح,N
2594,انا م احب رغده  بسبب مواقفها السياسيه   ،  ،  ولكن كلمه  الحق تقال فهى لم تشتم السيده  عائشه  ام المؤمنين رضى الله عنها و ارضاها  ،  ،  انا شفت المقطع كامل و فهمت القصيده   ،  ،  هى قالت  :   (  و ستنا عيشا و ستنا عيشا  ،  معئول دى عيشه   ؟  !   )  و المقصوه  بكلمه  عيشه  هى المعيشه  و ليست ام المؤمنين  ،  ،  انا سمعت المقطع و فهمته و بعد كم سنه  بررت النص و مثل م انا فهمت  ،  ،  انا ضد قمع الحريات و الظلم  ،  ،  ولكنى بنفس الوقت اقول كلمه  الحق انها ما شتمت ام المؤمنين  ،  ،  ولكن كل شخص افترى عليها راح يحاسب يوم القيامه   ،  ، و لا تزر وازره  وزر اخرى  ،  ،  بمعنى لا نحمل انسان مذنب ذنب آخر لم يرتكبه فقط لانه مذنب من جهه  اخرى  ،  ،  ف النهايه  الله يعين الشعب السورى و ينصره,انا م احب رغده  بسبب مواقفها السياسيه   ،  ،  ولكن كلمه  الحق تقال فهى لم تشتم السيده  عائشه  ام المؤمنين رضى الله عنها و ارضاها  ،  ،  انا شفت المقطع كامل و فهمت القصيده   ،  ،  هى قالت  :   (  و ستنا عيشا و ستنا عيشا  ،  معئول دى عيشه   ؟  !   )  و المقصوه  بكلمه  عيشه  هى المعيشه  و ليست ام المؤمنين  ،  ،  انا سمعت المقطع و فهمته و بعد كم سنه  بررت النص و مثل م انا فهمت  ،  ،  انا ضد قمع الحريات و الظلم  ،  ،  ولكنى بنفس الوقت اقول كلمه  الحق انها ما شتمت ام المؤمنين  ،  ،  ولكن كل شخص افترى عليها راح يحاسب يوم القيامه   ،  ، و لا تزر وازره  وزر اخرى  ،  ،  بمعنى لا نحمل انسان مذنب ذنب آخر لم يرتكبه فقط لانه مذنب من جهه  اخرى  ،  ،  ف النهايه  الله يعين الشعب السورى و ينصره,N
2595,انا ما اتابع ارب ايدل عشان راغب مشارك فيها والله وائل كفورى انسان راقى جدا وارب ايدل الحين جميل جدا,انا ما اتابع ارب ايدل عشان راغب مشارك فيها والله وائل كفورى انسان راقى جدا وارب ايدل الحين جميل جدا,N
2596,انا ما اقول لكاظم الساهر والناجح ❤❤ الا القافله  تسير والكلاااب تنبح 👍👍,انا ما اقول لكاظم الساهر والناجح ❤❤ الا القافله  تسير والكلاااب تنبح 👍👍,P
2597,انا ما بحب الفنانت العراقيات او اابحرينيات اللبنانيات بموت فيهم,انا ما بحب الفنانت العراقيات او اابحرينيات اللبنانيات بموت فيهم,N
2598,انا ما بعرف انتو ما بتخافوا من الله,انا ما بعرف انتو ما بتخافوا من الله,N
2599,انا ما بفهم ليه احلام بدها تقهرنى  ؟  !  !  !  انا مابحبها ولا بدى حبها و هى منها ملكه  على انا !  !  !  !  فهمو ملكه  فقط على معجبينها 😒😒,انا ما بفهم ليه احلام بدها تقهرنى  ؟  !  !  !  انا مابحبها ولا بدى حبها و هى منها ملكه  على انا !  !  !  !  فهمو ملكه  فقط على معجبينها 😒😒,N
2600,"انا ما بقدر اتفرج على الكائن الحى هدا اللى اسمه  "" احلام "" ","انا ما بقدر اتفرج على الكائن الحى هدا اللى اسمه  "" احلام "" ",N
2601,انا ما تعجبنى احلام,انا ما تعجبنى احلام,N
2602,انا ما شفت شى غلط بل فيديو,انا ما شفت شى غلط بل فيديو,N
2603,انا ما عجبتنيش كى هدرت على المغرب وانو ما تستاهل الخطوط المغربيه  انها تركب فيها اصلا المغرب ما يتشرف فى اشكالك وحنا الجزايريين نعرفو وشنو المغربيات تع الصح وامثال هاذى وابتسام تسكت ودنيا بطمه  وغيرهم ما يمثلون المغرب الشريف تحيا الجزائر + المغرب,انا ما عجبتنيش كى هدرت على المغرب وانو ما تستاهل الخطوط المغربيه  انها تركب فيها اصلا المغرب ما يتشرف فى اشكالك وحنا الجزايريين نعرفو وشنو المغربيات تع الصح وامثال هاذى وابتسام تسكت ودنيا بطمه  وغيرهم ما يمثلون المغرب الشريف تحيا الجزائر + المغرب,N
2604,"انا ما عرفت هالاشكال الا من هالقناه 
ليش قاعد تنشرهم وتسويلهم دعايه 
الله لا يبلانا",انا ما عرفت هالاشكال الا من هالقناه  ليش قاعد تنشرهم وتسويلهم دعايه  الله لا يبلانا,N
2605,انا ما فهمت شى من الفيديو بس مركزه فى صوووت المز ياويل قلبى ع اللهجه اولى توبشنى شو هالزين يخزى العين يالبى بسسسسسسس اتركونى فى بحور الصوت اغرق ههههههههههههههه عنجد بتعئد,انا ما فهمت شى من الفيديو بس مركزه فى صوووت المز ياويل قلبى ع اللهجه اولى توبشنى شو هالزين يخزى العين يالبى بسسسسسسس اتركونى فى بحور الصوت اغرق ههههههههههههههه عنجد بتعئد,N
